ticker
AAOI
ACIW
AEIS
AEYE
AGYS
AIOT
ALRM
AMBA
AMKR
AOSL
APPF
APPN
ASUR
ATEN
ATOM
AVNW
BELFA
BELFB
BILL
BKSY
BKTI
BLKB
BOX
CACI
CARG
CARS
CEVA
CLVT
CMRC
CRUS
CSGS
CSPI
CVLT
DBX
DDD
DGII
DIOD
DMRC
DOMO
DT
DXC
EGAN
EGHT
EPAM
ESE
ESTC
EVER
EVTC
EXTR
FDS
FFIV
FORM
FSLY
GEN
GWRE
HCAT
HSTM
ICHR
IMMR
INOD
INSE
INSG
IPGP
JKHY
KOPN
KULR
LASR
LITE
LSCC
MANH
MEI
MGNI
MITK
MRDN
MTCH
MTSI
MVIS
MXL
NEON
NTCT
OLED
OOMA
OSIS
OSPN
PCTY
PD
PDFS
PEGA
PI
PLAB
POWI
PRGS
PSN
PSTG
QLYS
QRVO
QTWO
QUBT
RBBN
RCAT
RDVT
RMBS
RNG
RPD
SAIC
SITM
SLAB
SLP
SPSC
SPT
SSTI
SSTK
SYNA
TBCH
TBRG
TCX
TDC
TENB
U
UCTT
UIS
UPWK
VICR
VISN
VPG
VREX
VRNS
VSH
VUZI
WK
YEXT
AI
ALKT
AMPL
ASAN
AVPT
BAND
BL
BLND
BSY
COUR
CRNC
CWAN
DH
EVCM
FIVN
FRSH
GDYN
GTM
HLIT
IAC
IIIV
KLIC
MAPS
MQ
MRCY
NSSC
NTNX
OMCL
ONTF
PCOR
PRCH
RAMP
RXT
SKIL
SMTC
SWKS
TLS
TRIP
VERX
VIAV
WEAV
XRX
ZIP
AIP
ALGM
ALMU
AUR
BBAI
BMBL
BRZE
CCSI
CERT
CRDO
CXM
DOCN
DOCS
DSP
DV
ENPH
EVLV
EXFY
FA
GRND
GTLB
INDI
INTA
IONQ
KD
KLTR
LAW
LIF
LZ
MYPS
NCNO
NRDS
NVEC
NVTS
NXDR
PATH
PDYN
PENG
PL
PLTK
PUBM
QBTS
S
SEMR
SHLS
SKYT
TRAK
XPER
YOU
ZETA
AISP
APLD
BLZE
BZAI
CCC
CRSR
DJT
DUOL
MKTW
NABL
RGTI
RUM
SOUN
TE
TEAD
ALAB
IBEX
MPTI
TEM
NIQ
RBRK
SATL
SNDK
SVCO
VIA
WAY
AMBQ
NAVN
SABR
SAIL
ZSPC
