ticker,sector,bolsa,end,acciones_circulacion,activos_corrientes,activos_intangibles,activos_totales,amortizacion_intang,caja,cambio_capital_trab,cambio_cxc,cambio_inventario,capex,costo_ventas,cuentas_por_cobrar,cuentas_por_pagar,depreciacion,deuda_largo_plazo,ebitda_proxy,emision_acciones,fcf_financiero,fcf_inversor,fcf_operativo,gastos_id,gastos_operativos,gastos_sga,goodwill,impuestos_pagados,ingresos,ingresos_diferidos,inventario,otras_inversiones,pasivos_corrientes,patrimonio,ppe_neto,recompra_acciones,retained_earnings,stock_based_comp,utilidad_bruta,utilidad_neta,utilidad_operativa,fcf_promedio_futuro,Y,ano,burn_rate,runway,capital_trabajo,margen_bruto,margen_operativo,margen_neto,ratio_id,ratio_deuda,ratio_corriente,rotacion_activos,intensidad_capex
ALAB,Semiconductors & Related Devices,Nasdaq,2023-03-31,,,,,,,,-7048000.0,-458000.0,439000.0,13406000.0,,,,,-17331000.0,,31000.0,35297000.0,-3819000.0,15267000.0,23185000.0,,,,,,,,,-99933000.0,,,,1997000.0,4258000.0,-17454000.0,-18927000.0,3319125.0,1.0,2023,3819000.0,,,,,,,,,,
ALAB,Semiconductors & Related Devices,Nasdaq,2023-09-30,,,,,,,,15575000.0,777000.0,736000.0,8823000.0,,,,,-253000.0,,644000.0,-56269000.0,-334000.0,20626000.0,30082000.0,,,,,,,,,-116639000.0,,,,2711000.0,28105000.0,-3124000.0,-1977000.0,28545624.0,1.0,2023,334000.0,,,,,,,,,,
AMKR,Semiconductors & Related Devices,Nasdaq,2009-06-30,,,,,,455294000.0,,,,-316284000.0,-473934460.0,,,-153413000.0,,,,293945000.0,299026000.0,-572459970.0,-13005000.0,-392034530.0,-48399004.0,,,,,,,,,,,,,-154462500.0,226524510.0,237572000.0,84821000.0,1.0,2009,572459968.0,0.795329,,,,,,,,,
AMKR,Semiconductors & Related Devices,Nasdaq,2010-06-30,183367000.0,1096925000.0,17084000.0,2693058000.0,,437803000.0,,,,-30568000.0,-24999456.0,411273000.0,489850000.0,-151104020.0,,,,45415000.0,96997010.0,-71216990.0,-4295000.0,-15104004.0,-10879252.0,,,,,182288000.0,,804116000.0,490986000.0,1442508000.0,,-1018894000.0,,7479008.0,3208500.0,22583008.0,71484168.0,1.0,2010,71216992.0,6.1474514,292809100.0,,,,,,1.3641379,,
AMKR,Semiconductors & Related Devices,Nasdaq,2011-06-30,197126000.0,1110915000.0,10957000.0,2817695000.0,,475471000.0,,,,-221040000.0,-310915550.0,348127000.0,420361000.0,-157140000.0,,-92966500.0,,134452000.0,236912000.0,-308698020.0,-5143500.0,-32792508.0,-27649000.0,,2497000.0,,,217735000.0,,680298000.0,774096000.0,1573478000.0,0.0,-850679000.0,,-138718020.0,-88946000.0,-105925510.0,22484008.0,1.0,2011,308698016.0,1.5402464,430616960.0,,,,,,1.6329829,,
AMKR,Semiconductors & Related Devices,Nasdaq,2012-06-30,160701000.0,972299000.0,6436000.0,2845184000.0,-1200000.0,351183000.0,,,,-234012020.0,-270673500.0,352453000.0,448235000.0,-156462000.0,,-43885250.0,,54481000.0,210071000.0,-374369000.0,-4613500.0,-45753504.0,-41139996.0,,2803000.0,,,205778000.0,,708250000.0,669213000.0,1751629000.0,-92716000.0,-786107000.0,-1469000.0,-103474000.0,-39436000.0,-57720496.0,62968252.0,1.0,2012,374368992.0,0.9380665,264049020.0,,,,,,1.372819,,
AMKR,Semiconductors & Related Devices,Nasdaq,2013-06-30,216486000.0,1337155000.0,5009000.0,3416333000.0,-650000.0,636007000.0,,,,-310838000.0,-273900030.0,411699000.0,499508000.0,-174694020.0,,1933000.0,,167820000.0,261978990.0,-188213010.0,-5598000.0,-18700504.0,-13102500.0,,10565000.0,,,231974000.0,,773703000.0,890174000.0,1885203000.0,-80946000.0,-713535000.0,-440000.0,-16049488.0,15509000.0,2651000.0,72857664.0,1.0,2013,188213008.0,3.379187,563451970.0,,,,,,1.7282536,,
AMKR,Semiconductors & Related Devices,Nasdaq,2014-06-30,236252000.0,1247925000.0,,3609373000.0,,525935000.0,,,,-335864000.0,-305611500.0,455838000.0,555805000.0,-189957000.0,,,,-355088000.0,395609020.0,-322283000.0,289000.0,-24714500.0,-25003504.0,,17117000.0,,,205668000.0,,817853000.0,1078415000.0,2153818000.0,,-577194000.0,-144500.0,-57132504.0,5189500.0,-32417996.0,73287128.0,1.0,2014,322283008.0,1.6319042,430072000.0,,,,,,1.525855,,
AMKR,Semiconductors & Related Devices,Nasdaq,2015-06-30,236869000.0,1152378000.0,,3644228000.0,,442297000.0,,,,-486760000.0,-362721000.0,438494000.0,280677000.0,-215989980.0,,,,40602500.0,498374500.0,-386006500.0,-9399000.0,-48741988.0,-39342996.0,,20493000.0,,,219993000.0,,717398000.0,1152953000.0,2229022000.0,,-478603000.0,-293500.0,-93839510.0,-42734000.0,-45097500.0,80741592.0,1.0,2015,386006496.0,1.1458279,434979970.0,,,,,,1.60633,,
AMKR,Semiconductors & Related Devices,Nasdaq,2016-06-30,237141000.0,1362527000.0,,4120848000.0,,499320000.0,,,,-182000960.0,-44050080.0,579794000.0,465113000.0,-218959000.0,,,,37909000.0,158707000.0,-311775970.0,2737000.0,-5753992.0,-8490992.0,27417000.0,21899000.0,,,251627000.0,,1036844000.0,1251897000.0,2625123000.0,,-463909000.0,-726500.0,-10946397.0,-16076200.0,-26556004.0,48327256.0,1.0,2016,311775968.0,1.6015346,325682940.0,,,,,,1.3141099,,
AMKR,Semiconductors & Related Devices,Nasdaq,2017-06-30,239063000.0,1596632000.0,,4384131000.0,,657627000.0,,,,-378387000.0,-396102500.0,604366000.0,477191000.0,-268117980.0,,,,197736000.0,402850020.0,-529442980.0,6451500.0,-137735490.0,-36078004.0,25161000.0,39164000.0,1008385000.0,,295750000.0,,1388091000.0,1505594000.0,2645810000.0,,-198056000.0,,-13279168.0,56508000.0,77228000.0,73005344.0,1.0,2017,529442976.0,1.2421111,208541060.0,-0.013168748,0.07658583,0.05603812,0.006397854,,1.1502359,0.23000796,0.3752406
AMKR,Semiconductors & Related Devices,Nasdaq,2018-06-30,239366000.0,1458179000.0,,4381681000.0,,380262000.0,,,,-161374980.0,-393235000.0,795750000.0,553475000.0,-296424960.0,,,,86392000.0,68513980.0,-411888000.0,-21773004.0,-1167504.0,-33448992.0,25472000.0,23658000.0,270255970.0,,243019000.0,,1161652000.0,1745751000.0,2754960000.0,,28232000.0,,-31385664.0,-52077668.0,-69199336.0,39252992.0,1.0,2018,411888000.0,0.92321706,296526980.0,-0.1161331,-0.2560511,-0.19269757,-0.08056438,,1.2552632,0.061678603,0.59711903
AMKR,Semiconductors & Related Devices,Nasdaq,2019-06-30,239532000.0,1513120000.0,,4309284000.0,,551438000.0,,,,-273450000.0,-643998000.0,702466000.0,459548000.0,-303142000.0,1315896000.0,,,442000.0,276359970.0,-494482000.0,-24528000.0,-71596000.0,-47068010.0,26159000.0,19748000.0,389997380.0,,217638000.0,,1038893000.0,1805311000.0,2515533000.0,,80860000.0,,-73147330.0,-59440332.0,-59064668.0,66126752.0,1.0,2019,494481984.0,1.1151832,474227000.0,-0.18755852,-0.15144889,-0.15241213,-0.06289273,0.30536306,1.4564734,0.090501666,0.7011585
AMKR,Semiconductors & Related Devices,Nasdaq,2020-06-30,241236000.0,2341795000.0,,5115388000.0,,783228000.0,,,,-338093000.0,-239162530.0,898717000.0,583341000.0,-276141000.0,1554664000.0,,,-25708000.0,27376000.0,-321448000.0,-21156500.0,-49920990.0,-28764504.0,26140000.0,31439000.0,1030670500.0,,306902000.0,,1282835000.0,2089404000.0,2471977000.0,,353390000.0,,8107609.5,32624400.0,26885196.0,133849920.0,1.0,2020,321448000.0,2.436562,1058960100.0,0.007866344,0.026085151,0.03165357,-0.020526929,0.30391908,1.8254843,0.20148434,0.32803208
AMKR,Semiconductors & Related Devices,Nasdaq,2021-06-30,243964000.0,2371042000.0,,5567779000.0,,724785000.0,,,,-279404000.0,-410864640.0,1064586000.0,710326000.0,-235405000.0,1059933000.0,14949008.0,,236180000.0,317210020.0,-313702000.0,-4688504.0,-43536492.0,-38847996.0,25392000.0,38656000.0,229836100.0,,374109000.0,,1679653000.0,2554248000.0,2873570000.0,,788567000.0,,-44820016.0,16641512.0,-1283488.0,95663904.0,1.0,2021,313702016.0,2.310425,691389060.0,-0.1950086,-0.005584362,0.072406,-0.020399338,0.19036908,1.4116261,0.041279674,1.2156663
AMKR,Semiconductors & Related Devices,Nasdaq,2022-06-30,244633000.0,2963887000.0,,6390662000.0,,733922000.0,,,,-439571000.0,-564931600.0,1169028000.0,859455000.0,-264241020.0,1116296000.0,-120798000.0,,25377000.0,417206980.0,-659026000.0,-26358996.0,-67053496.0,-40694496.0,20787000.0,49374000.0,,,636969000.0,,1784962000.0,3196295000.0,,,1434906000.0,,-200957020.0,-111388010.0,-133903520.0,79494080.0,1.0,2022,612455200.0000029,1.1136465,1178925000.0,,,,,0.1746761,1.6604762,,
AMKR,Semiconductors & Related Devices,Nasdaq,2023-06-30,245689000.0,2999046000.0,,6638180000.0,,804834000.0,,,,-625985000.0,-971188000.0,1198612000.0,701610000.0,-298055000.0,,-326570980.0,,-197356000.0,588297000.0,-676178000.0,-5502996.0,-42993496.0,-37490496.0,19550000.0,42181000.0,,,534477000.0,,1576488000.0,3732150000.0,,,1947420000.0,,-380912960.0,-295949980.0,-337919520.0,89716096.0,1.0,2023,612455200.0000029,1.1902695,1422558000.0,,,,,,1.9023589,,
AMKR,Semiconductors & Related Devices,Nasdaq,2024-06-30,246302000.0,3136841000.0,,6865550000.0,,1079663000.0,,,,-486924000.0,-948923000.0,1147940000.0,734755000.0,-174439660.0,,-104359496.0,,10730016.0,676851000.0,-882951940.0,-30082996.0,-41326496.0,-11243496.0,17536000.0,13131000.0,,,379259000.0,,1506600000.0,4049657000.0,,,2246795000.0,,-158380020.0,-83560990.0,-117053500.0,-20076768.0,0.0,2024,612455200.0000029,1.222788,1630241000.0,,,,,,2.0820663,,
BSY,Services-Prepackaged Software,Nasdaq,2019-09-30,,,,,-24000.0,,,-82634000.0,,-6994000.0,,,,-5866000.0,,,4510000.0,8473000.0,132919990.0,-43215990.0,3170496.0,731500.0,,,,,,,,,306583000.0,,-28034000.0,,92500.0,57390336.0,-11471000.0,20191000.0,43054248.0,1.0,2019,43215992.0,,,,,,,,,,
BSY,Services-Prepackaged Software,Nasdaq,2020-06-30,,,,,-1709500.0,,,-65415000.0,,-6669000.0,,,,-15496000.0,,,53839000.0,24492000.0,-25286000.0,-34590990.0,-24990500.0,-66590504.0,,,,,,,,,379744000.0,,45141000.0,,-1660000.0,2560661.2,14600333.0,12623003.0,46754372.0,1.0,2020,34590992.0,,,,,,,,,,
BSY,Services-Prepackaged Software,Nasdaq,2021-06-30,,405494000.0,258017000.0,2454115000.0,-1368000.0,131154000.0,,17053000.0,,-11697000.0,,,14891000.0,-16837000.0,1269842000.0,,-58349000.0,1003021060.0,-890668000.0,-109318000.0,-16080004.0,-46328010.0,,1593670000.0,5761000.0,,70683000.0,,951722000.0,569553000.0,472172500.0,,1930500.0,-387063000.0,41500.0,-60861504.0,10511000.0,-14533500.0,47644500.0,1.0,2021,109318000.0,1.1997476,-164059000.0,,,,,0.51743376,0.7119513,,
BSY,Services-Prepackaged Software,Nasdaq,2022-06-30,,355491000.0,313019000.0,3099609000.0,2669500.0,93411000.0,,-51100000.0,,-10950000.0,,,16395000.0,9333500.0,1830505000.0,,,-656809000.0,332636030.0,-119294000.0,-14955004.0,-92515000.0,,2215909000.0,12431000.0,,49490000.0,,-431828030.0,591414000.0,496993000.0,,13242000.0,-397961000.0,496000.0,-55796496.0,37271000.0,36718500.0,85927840.0,1.0,2022,119294000.0,0.7830318,-186733600.0,,,,,0.59055996,0.60108656,,
BSY,Services-Prepackaged Software,Nasdaq,2023-06-30,,391457000.0,271639000.0,3163927000.0,-5781000.0,82716000.0,,-110109000.0,,-7293000.0,,,37423000.0,8482000.0,1636983000.0,,,-459010000.0,740375000.0,-17504992.0,-24911004.0,-58989510.0,,2252832000.0,21383000.0,,37773000.0,,-651458050.0,709195000.0,,,-28250000.0,-357117000.0,-9757000.0,-77097980.0,-15960000.0,-18108500.0,81396504.0,1.0,2023,17504992.0,4.725281,-186733600.0,,,,,0.51738966,0.5519737,,
BSY,Services-Prepackaged Software,Nasdaq,2024-06-30,,386685000.0,225539000.0,3257180000.0,-6383500.0,51278000.0,,-19510000.0,,-18313000.0,,,23901000.0,5973500.0,1334618000.0,,,88074980.0,49558000.0,-149141000.0,-37415004.0,-86926020.0,,2265174000.0,13817000.0,,11899000.0,,-14178000.0,785778000.0,,,37515000.0,-102561000.0,-4556000.0,-76054500.0,-56192504.0,10871500.0,58090000.0,1.0,2024,149140992.0,0.3438223,-186733600.0,,,,,0.40974647,0.49210465,,
