ticker,sector,bolsa,end,acciones_circulacion,activos_corrientes,activos_intangibles,activos_totales,amortizacion_intang,caja,cambio_capital_trab,cambio_cxc,cambio_inventario,capex,costo_ventas,cuentas_por_cobrar,cuentas_por_pagar,depreciacion,deuda_largo_plazo,ebitda_proxy,emision_acciones,fcf_financiero,fcf_inversor,fcf_operativo,gastos_id,gastos_operativos,gastos_sga,goodwill,impuestos_pagados,ingresos,ingresos_diferidos,inventario,otras_inversiones,pasivos_corrientes,patrimonio,ppe_neto,recompra_acciones,retained_earnings,stock_based_comp,utilidad_bruta,utilidad_neta,utilidad_operativa,fcf_promedio_futuro,Y,ano,burn_rate,runway,capital_trabajo,margen_bruto,margen_operativo,margen_neto,ratio_id,ratio_deuda,ratio_corriente,rotacion_activos,intensidad_capex
MRCY,Electronic Components & Accessories,Nasdaq,2019-12-27,47265356.0,545109000.0,,1512620000.0,-2455500.0,182037000.0,,-14584000.0,-11730000.0,-5772000.0,,132072000.0,35988000.0,-22464000.0,,,,-262698990.0,36353000.0,-41141000.0,1132500.0,-6643000.0,-7569500.0,614648000.0,,34766324.0,,153642000.0,,107884000.0,1317056000.0,72696000.0,6969000.0,261666000.0,-350500.0,19254000.0,6500000.0,1122333.4,10560082.0,1.0,2019,41141000.0,4.42471,437225000.0,0.5538118,0.0322822,0.18696253,0.032574628,,5.0527325,0.022984175,0.16602273
MRCY,Electronic Components & Accessories,Nasdaq,2021-01-01,55128764.0,645733000.0,,1949168000.0,-3771500.0,109113000.0,,-24277000.0,-2488000.0,-18541000.0,,120852000.0,48175000.0,-23049000.0,,-20849500.0,,174054000.0,-131366000.0,-68316000.0,-7406000.0,-27662496.0,-18078500.0,783302000.0,,-25719596.0,42770000.0,218410000.0,168880000.0,211853000.0,1430631000.0,125397000.0,-16183000.0,340939000.0,-2407000.0,-18822998.0,-15279600.0,-10803800.0,-5176250.0,0.0,2021,68316000.0,1.5971807,433880000.0,0.7318543,0.42006102,0.59408396,0.28795165,,3.048024,-0.013195166,-0.72089005
MRCY,Electronic Components & Accessories,Nasdaq,2021-10-01,55500816.0,661685000.0,,1965094000.0,13734000.0,95804000.0,,9429000.0,12829000.0,5377000.0,,106831000.0,73385000.0,21490000.0,,-7581000.0,,-7316000.0,-8614000.0,-2006000.0,28882000.0,93984000.0,36956000.0,805315000.0,,225013000.0,26717000.0,234403000.0,,167324000.0,1479480000.0,128694000.0,7316000.0,367359000.0,9527000.0,88409000.0,-7140000.0,-5575000.0,-45491584.0,0.0,2021,2006000.0,47.758724,494361000.0,0.3929062,-0.024776347,-0.0317315,0.12835704,,3.9545133,0.11450495,0.023896398
MRCY,Electronic Components & Accessories,Nasdaq,2021-12-31,55583012.0,708792000.0,,2230774000.0,2283500.0,105169000.0,,-34044000.0,-7016000.0,-32195000.0,,126325000.0,59389000.0,-21527000.0,,-41822400.0,,40288000.0,156997010.0,-92429000.0,-13964500.0,-17492508.0,-11880496.0,942346000.0,,-129111520.0,29561000.0,251272000.0,,163672000.0,1487121000.0,127385000.0,7433000.0,364720000.0,-1533500.0,-61167496.0,-37231000.0,-43675000.0,-25328834.0,0.0,2021,92429000.0,1.1378355,545120000.0,0.4737571,0.33827347,0.28836313,0.10815843,,4.3305635,-0.057877455,-0.24935807
MRCY,Electronic Components & Accessories,Nasdaq,2022-04-01,55594940.0,755045000.0,,2259837000.0,16077000.0,91694000.0,,47266000.0,7961000.0,6072000.0,,124771000.0,90338000.0,24465000.0,,3934800.0,,-2878992.0,-6054992.0,-4252000.0,25387000.0,89799010.0,39261000.0,937752000.0,,253074990.0,29598000.0,259614000.0,,182805000.0,1500444000.0,125709000.0,217000.0,368859000.0,8887000.0,99753990.0,4139000.0,9955000.0,-25070084.0,0.0,2022,4252000.0,21.56491,572240000.0,0.39416772,0.039336167,0.016354837,0.10031414,,4.13033,0.111988164,0.023992889
MRCY,Electronic Components & Accessories,Nasdaq,2022-07-01,55679748.0,815252000.0,,2304415000.0,29725000.0,65654000.0,,103008320.0,21978000.0,14672000.0,,144494000.0,98673000.0,46736332.0,,32390334.0,,83328664.0,-97023336.0,-19246334.0,52099668.0,182417980.0,81692664.0,937880000.0,0.0,522551680.0,32398000.0,270339000.0,,193926990.0,1537185200.0,127191000.0,3062000.0,385773980.0,20785000.0,211366020.0,15035000.0,28948000.0,-19928000.0,0.0,2022,19246334.0,3.411247,621325000.0,0.40448827,0.05539739,0.028772274,0.099702425,,4.203912,0.2267611,0.028077606
MRCY,Electronic Components & Accessories,Nasdaq,2022-09-30,56180256.0,878805000.0,,2349042000.0,14574000.0,51981000.0,,47257000.0,18430000.0,7328000.0,,164210000.0,106645000.0,23701000.0,,-15357000.0,,59937000.0,-7278000.0,-66039000.0,27766000.0,85289000.0,38943000.0,937884000.0,,227579000.0,31552000.0,287578000.0,,182006000.0,1538930000.0,125913000.0,63000.0,371439000.0,7249000.0,78095000.0,-14335000.0,-7194000.0,-13185250.0,0.0,2022,66039000.0,0.78712577,696799000.0,0.34315556,-0.031611,-0.062989116,0.12200598,,4.8284397,0.09688163,0.032199807
MRCY,Electronic Components & Accessories,Nasdaq,2022-12-30,56365080.0,896881000.0,,2347952000.0,-9310500.0,76944000.0,,-115600990.0,-687000.0,-7152000.0,,145855000.0,87221000.0,-42483000.0,,-29947000.0,,-183424000.0,253918000.0,-11778000.0,-12795500.0,-50521492.0,-13993500.0,938093000.0,13421000.0,-150721000.0,12713000.0,311976000.0,,200575000.0,1544092000.0,121989000.0,-8143000.0,360519000.0,-5264000.0,-77470500.0,-23725000.0,-26949000.0,-3320750.0,0.0,2022,11778000.0,6.532858,696306050.0,0.5139994,0.17880057,0.15741006,0.084895276,,4.471549,-0.06419253,-0.047451917
MRCY,Electronic Components & Accessories,Nasdaq,2023-03-31,56673676.0,937875000.0,,2383873000.0,12809000.0,64441000.0,,22829000.0,29814000.0,9446000.0,,125562000.0,111246000.0,23893000.0,,-5290000.0,,0.0,-9398000.0,-3217000.0,26516000.0,88335010.0,44626000.0,938093000.0,,263479000.0,6451000.0,342777000.0,,220158000.0,1560899000.0,119482000.0,0.0,365675000.0,9939000.0,90288990.0,5156000.0,1954000.0,-6967750.0,0.0,2023,3217000.0,20.031395,717717000.0,0.34268,0.0074161505,0.019568922,0.100638,,4.260009,0.11052561,0.035851054
MRCY,Electronic Components & Accessories,Nasdaq,2023-09-29,57273560.0,954704000.0,,2400764000.0,12547000.0,89369000.0,,-27046000.0,27630000.0,8015000.0,,91448000.0,95825000.0,22692000.0,,-49735000.0,,65000000.0,-8015000.0,-39068000.0,31872000.0,90728000.0,35794000.0,938093000.0,0.0,180991000.0,,362910000.0,,205318000.0,1540812000.0,117174000.0,0.0,320731000.0,4117000.0,50527000.0,-36708000.0,-40201000.0,16744000.0,1.0,2023,39068000.0,2.2875242,749386000.0,0.27916858,-0.22211601,-0.20281671,0.17609714,,4.64988,0.07538892,0.044283967
MRCY,Electronic Components & Accessories,Nasdaq,2024-03-29,57868724.0,951509000.0,,2378178000.0,11533000.0,142645000.0,,-8611000.0,-8493000.0,7938000.0,,91785000.0,79906000.0,21754000.0,,-57217000.0,,0.0,-7938000.0,-17805000.0,21563000.0,86298010.0,43157000.0,938093000.0,0.0,208257980.0,,343015000.0,,207569000.0,1472793000.0,113907000.0,0.0,230576000.0,6920000.0,40642000.0,-44574000.0,-45656000.0,31921500.0,1.0,2024,17805000.0,8.011513,743940000.0,0.19515218,-0.21922809,-0.2140326,0.10353985,,4.584061,0.08757039,0.038116187
MRCY,Electronic Components & Accessories,Nasdaq,2024-09-27,58454730.0,954316000.0,,2368981000.0,11235000.0,158123000.0,,6148000.0,13907000.0,6236000.0,,124546000.0,74741000.0,21220000.0,,-23119000.0,,-2249000.0,-6236000.0,-14660000.0,18383000.0,65208000.0,33153000.0,938093000.0,1115000.0,204431000.0,,351088000.0,,232794000.0,1459841000.0,105059000.0,,202274000.0,6092000.0,51790000.0,-17525000.0,-13418000.0,27710502.0,1.0,2024,14660000.0,10.786016,721522050.0,0.2533373,-0.06563584,-0.08572574,0.089922756,,4.0994015,0.08629491,0.030504178
OLED,Electronic Components & Accessories,Nasdaq,2010-06-30,,,,,847536.0,11754285.0,-43656.0,-541125.0,,144376.0,,,,,,,129650.0,5081173.0,-13270033.0,-2757981.0,7914905.5,14591464.0,4945705.0,,,10570154.0,,,,,,,,,,,-5925260.5,-4021310.0,407044.75,1.0,2010,2757981.0,4.2619166,,,-0.38044006,-0.5605652,0.74879754,,,,0.013658836
OLED,Electronic Components & Accessories,Nasdaq,2010-09-30,,,,,386736.0,8202740.0,4821.0,-810960.0,,74233.0,,,,,,,61968.0,1130485.0,-2466264.0,-2215766.0,5760105.0,10938405.0,3452815.0,,,7055861.0,,,,,,,,,,,-7186570.0,-3882545.0,2449680.5,1.0,2010,2215766.0,3.7019885,,,-0.55025816,-1.0185249,0.8163575,,,,0.010520757
OLED,Electronic Components & Accessories,Nasdaq,2010-12-31,38936572.0,82399510.0,,92327130.0,1234000.0,20368940.0,,3903000.0,,369000.0,,7247873.0,2155489.0,,,,246000.0,13698000.0,-11830000.0,-4200000.0,21695000.0,40771000.0,13041000.0,,,30545000.0,,,,25044688.0,57429520.0,9711093.0,0.0,-217026110.0,,,-19917000.0,-10226000.0,6627555.5,1.0,2010,4200000.0,4.8497477,57354824.0,,-0.33478475,-0.65205437,0.71026355,,3.2900994,0.3308345,0.012080537
OLED,Electronic Components & Accessories,Nasdaq,2012-03-31,46336764.0,355331000.0,376000.0,369230000.0,15000.0,149363660.0,,-2019000.0,,1802000.0,,8708000.0,4600000.0,,,,71000.0,-2861000.0,37324000.0,-2012000.0,0.0,14178000.0,0.0,,,12620000.0,,,,17287000.0,339906000.0,12268000.0,0.0,-215092000.0,,,-1221000.0,-1558000.0,-1790000.0,0.0,2012,2012000.0,74.23641,338044000.0,,-0.12345483,-0.09675119,0.0,,20.55481,0.034179237,0.14278923
OLED,Electronic Components & Accessories,Nasdaq,2012-06-30,46453060.0,372069000.0,380000.0,385921000.0,-20000.0,159599000.0,,-3479000.0,,-2624000.0,,9580000.0,7071000.0,,,,-249799000.0,-261234000.0,224820000.0,-7208000.0,-1498000.0,-3642000.0,-2132500.0,,,13764000.0,,8571000.0,,20918000.0,352892000.0,12011000.0,0.0,-204128000.0,,,9213600.0,9294500.0,-542750.0,0.0,2012,7208000.0,22.141926,351150980.0,,0.6752761,0.6693984,-0.10883464,,17.787025,0.03566533,0.19064225
OLED,Electronic Components & Accessories,Nasdaq,2012-09-30,46537750.0,260490000.0,107367000.0,381001000.0,2097000.0,74193000.0,,-2856000.0,,2278000.0,,7871000.0,5451000.0,,,,107000.0,-141000.0,-83243000.0,-2022000.0,8177000.0,18565000.0,5275000.0,,,12504000.0,,9451000.0,,20109000.0,348858000.0,11713000.0,0.0,-209596000.0,,,-5468000.0,-6061000.0,1723000.0,1.0,2012,2022000.0,36.69288,240381000.0,,-0.48472488,-0.43730006,0.65395075,,12.953901,0.032818813,0.1821817
OLED,Electronic Components & Accessories,Nasdaq,2013-03-31,,248088000.0,102196000.0,367923000.0,2742000.0,45536000.0,,1870000.0,,549000.0,,10527000.0,5622000.0,,,,93000.0,-8093000.0,-21396000.0,-10898000.0,8938000.0,22130000.0,5171000.0,,,14976000.0,,9082000.0,,15189000.0,339684000.0,12512000.0,5456000.0,-208969000.0,,,-4758000.0,-7154000.0,6859584.0,1.0,2013,10898000.0,4.1783814,232899000.0,,-0.47769764,-0.31770834,0.5968216,,16.333399,0.04070417,0.036658652
OLED,Electronic Components & Accessories,Nasdaq,2013-06-30,,274051000.0,99494000.0,393505000.0,1309333.4,80702000.0,,7864000.0,,-302000.0,,14451000.0,10555000.0,,,,-144000.0,-453000.0,23323000.0,-2219000.0,-3231000.0,3909000.0,-853500.0,,,26603000.0,,8673000.0,,23090000.0,357305000.0,13904000.0,254000.0,-193587000.0,,,10576000.0,11316000.0,2419584.0,1.0,2013,2219000.0,36.368633,250961010.0,,0.42536557,0.39754915,-0.121452466,,11.868818,0.06760524,0.011352103
OLED,Electronic Components & Accessories,Nasdaq,2014-03-31,46889496.0,337729000.0,91261000.0,465956000.0,2750000.0,35931000.0,,8851000.0,,917000.0,,24508000.0,8368000.0,,,,86000.0,-1997000.0,-25338000.0,-7320000.0,10156000.0,31211000.0,6430000.0,,,37839000.0,,,,19740000.0,433004000.0,15004366.0,0.0,-126137000.0,,,4022000.0,6628000.0,13880500.0,1.0,2014,7320000.0,4.9086065,317989000.0,,0.1751632,0.10629245,0.26840034,,17.108866,0.08120724,0.024234256
OLED,Electronic Components & Accessories,Nasdaq,2014-06-30,46899850.0,363411000.0,88513000.0,487369000.0,-1363535.2,75554000.0,,-2157000.0,,-1759000.0,,20500000.0,12227000.0,,,,-181000.0,-3455000.0,43739000.0,-19979000.0,-1485500.0,-3302500.0,-2612500.0,,,27859998.0,,,,25740000.0,448404000.0,16973000.0,1544000.0,-105716000.0,,,-2921666.8,13029000.0,25852250.0,1.0,2014,19979000.0,3.7816708,337671000.0,,0.46765977,-0.1048696,-0.053320177,,14.118532,0.057164077,0.06313712
OLED,Electronic Components & Accessories,Nasdaq,2014-09-30,46944116.0,350998000.0,85763000.0,472170000.0,2749250.0,37391000.0,,1607000.0,,1263000.0,,22107000.0,7039000.0,,,,117000.0,-15056000.0,-16876000.0,-6231000.0,7927000.0,26811500.0,6613000.0,,,32891998.0,,,,19888000.0,439780000.0,17860000.0,15500000.0,-101431000.0,,,4284333.5,6080500.0,28770750.0,1.0,2014,6231000.0,6.0008025,331110000.0,,0.1848626,0.13025458,0.24100086,,17.648733,0.06966135,0.038398396
OLED,Electronic Components & Accessories,Nasdaq,2016-06-30,48302604.0,366320000.0,162469000.0,580002000.0,-1302500.0,69930000.0,,-9399000.0,,-2941000.0,,17984000.0,6368000.0,,,,-152000.0,-1461000.0,-836000.0,-77381000.0,-6113500.0,-8088000.0,-3547000.0,,,10611000.0,,16467000.0,,27724000.0,493920000.0,22610000.0,,-49876000.0,,7009000.0,17559000.0,19202000.0,8871667.0,1.0,2016,77381000.0,0.9037102,338596000.0,0.66054094,1.8096315,1.6547922,-0.5761474,,13.2131,0.018294765,0.2771652
OLED,Electronic Components & Accessories,Nasdaq,2017-06-30,47086628.0,436885000.0,141828000.0,707635000.0,-1838333.4,109438000.0,,15913000.0,,2417000.0,4659500.0,39702000.0,17772000.0,,,,-90000.0,-10936000.0,-37134000.0,-23709000.0,-4778000.0,-6148000.0,-1560500.0,15535000.0,,54739668.0,,24437000.0,,41421000.0,607812000.0,38691000.0,,55617000.0,,26193500.0,34618668.0,32341500.0,13972918.0,1.0,2017,23709000.0,4.6158843,395464000.0,0.47851038,0.5908238,0.63242376,-0.087285876,,10.547427,0.077355795,0.04415445
OLED,Electronic Components & Accessories,Nasdaq,2018-06-30,47289060.0,569365000.0,121230000.0,833249000.0,-10997000.0,103777000.0,28633000.0,-44133000.0,,-16383000.0,-11985000.0,35583000.0,7863000.0,,,,-298000.0,-2419000.0,63294000.0,-83413000.0,-5444500.0,-17941500.0,-6446500.0,15535000.0,,-41203332.0,,56043000.0,,101540000.0,650681000.0,62348000.0,477000.0,92346000.0,,-77894504.0,-21828000.0,-59953004.0,24907250.0,1.0,2018,83413000.0,1.2441347,467825000.0,1.8904904,1.4550524,0.529763,0.13213737,,5.6072974,-0.049449,-0.39761347
OLED,Electronic Components & Accessories,Nasdaq,2019-06-30,47465864.0,688694000.0,101063000.0,1011080000.0,-10986000.0,324277000.0,,33049000.0,,-5069000.0,5208500.0,66952000.0,7744000.0,,,,-353000.0,-1493000.0,74483000.0,-37917000.0,-111000.0,-4341500.0,-1576000.0,15535000.0,,64951664.0,,60138000.0,,139736000.0,751033000.0,83595000.0,172000.0,195036000.0,,33135008.0,34318000.0,37476500.0,-46916.0,0.0,2019,37917000.0,8.552285,548958000.0,0.5101487,0.5769906,0.52836215,-0.0017089632,,4.928537,0.06423989,0.07804265
OLED,Electronic Components & Accessories,Nasdaq,2020-06-30,47626884.0,830159000.0,80509000.0,1161057000.0,-10982000.0,133566000.0,,-9277000.0,,-18255000.0,-13814500.0,68498000.0,10244000.0,,,,-299000.0,7803000.0,235413000.0,-161882000.0,-4492500.0,-16564000.0,-5958000.0,15535000.0,,-59192000.0,,84523000.0,,162695000.0,839770000.0,92003000.0,,273758000.0,,-74667500.0,-39244600.0,-58103504.0,20464416.0,1.0,2020,161882000.0,0.8250825,667463940.0,1.2614459,0.9816108,0.6630051,0.07589708,,5.102547,-0.05098113,-0.30840316
OLED,Electronic Components & Accessories,Nasdaq,2021-06-30,47688412.0,992892000.0,59960000.0,1350715000.0,-10984000.0,542914000.0,,-4441000.0,,-7323000.0,-3121000.0,99629000.0,10334000.0,,,302504.0,-389000.0,10462000.0,-506269000.0,-89676000.0,-6193500.0,-17564504.0,-2232000.0,15535000.0,,-17773504.0,,104653000.0,,162563000.0,991616000.0,113187000.0,,427188000.0,,-14652500.0,-301500.0,2912000.0,31099332.0,1.0,2021,89676000.0,6.0541725,830329000.0,0.8244013,-0.16383938,0.016963452,0.34846815,,6.1077366,-0.01315859,-0.4120178
OLED,Electronic Components & Accessories,Nasdaq,2022-06-30,47749796.0,932157000.0,39375000.0,1499438000.0,-10994000.0,213896000.0,,-58084000.0,,-21825000.0,-13675000.0,74933000.0,14048000.0,,,-27884004.0,-660000.0,14883000.0,310014000.0,-104974990.0,-8367000.0,-21908500.0,-9786000.0,15535000.0,,-64966496.0,,165635000.0,,155213000.0,1165309000.0,138028000.0,,563191000.0,,-51291510.0,-25619496.0,-29383000.0,15070084.0,1.0,2022,104974992.0,2.03759,776944000.0,0.78950715,0.45227927,0.39434937,0.12878945,,6.0056634,-0.04332723,-0.3359424
OLED,Electronic Components & Accessories,Nasdaq,2023-06-30,47341284.0,878147000.0,98216000.0,1540855000.0,-10574000.0,93470000.0,,31701000.0,,-15223000.0,-15324000.0,109390000.0,7330000.0,,,-44245996.0,-599000.0,24755000.0,263265010.0,-69417000.0,-10501500.0,-28954996.0,-14168000.0,15535000.0,,-96511010.0,,175855000.0,,80732000.0,1338766000.0,157566000.0,,709372000.0,,-81187000.0,-35432996.0,-52232004.0,48290664.0,1.0,2023,69417000.0,1.3465002,797415040.0,0.8412201,0.54120255,0.36713943,0.10881142,,10.87731,-0.06263471,-0.1577333
OLED,Electronic Components & Accessories,Nasdaq,2024-06-30,47448624.0,959481000.0,81940000.0,1776561000.0,-6896000.0,92856000.0,,-62650000.0,,-43458000.0,-10875500.0,124386000.0,23636000.0,,,-22447000.0,-825000.0,28102000.0,-10178000.0,-15608000.0,-9422000.0,-15483000.0,-4226500.0,15535000.0,,-47080000.0,,171843000.0,,151999000.0,1526838000.0,185474000.0,,860058000.0,,-36204492.0,-20742004.0,-20721496.0,-6527248.0,0.0,2024,15608000.0,5.949257,807482000.0,0.7689994,0.44013372,0.44056934,0.20012744,,6.3124166,-0.026500639,-0.9230671
OSIS,Semiconductors & Related Devices,Nasdaq,2016-09-30,18924188.0,636181000.0,99899000.0,1253013000.0,2100000.0,122966000.0,,11412000.0,-10901000.0,2806000.0,152768000.0,177857000.0,66129000.0,15426000.0,8304000.0,941000.0,,212623000.0,-191548000.0,-1858000.0,12478000.0,65988000.0,43553000.0,242590000.0,,220855000.0,,289601000.0,,601348000.0,546707000.0,178830000.0,2712000.0,339665000.0,5410000.0,68087000.0,,2099000.0,13427334.0,1.0,2016,1858000.0,66.181915,34833024.0,0.30828825,0.009503973,,0.056498606,0.006627226,1.0579249,0.17625915,0.012705168
OSIS,Semiconductors & Related Devices,Nasdaq,2016-12-31,19091700.0,652575000.0,97051000.0,1258005000.0,1600000.0,138248000.0,,49431000.0,-51912000.0,-13359000.0,-40063520.0,178360000.0,73719000.0,-25747000.0,7486000.0,-10565000.0,,171047000.0,-152599000.0,-40953000.0,-5731000.0,-12346496.0,-10007004.0,242951000.0,,-61854510.0,,283788000.0,,611622000.0,544106000.0,166759000.0,-66001000.0,344498000.0,764500.0,-21791004.0,,-9444500.0,29146084.0,1.0,2016,40953000.0,3.3757722,40952960.0,0.3522945,0.15268894,,0.0926529,0.0059506916,1.066958,-0.049168732,-0.21597454
OSIS,Semiconductors & Related Devices,Nasdaq,2018-09-30,18032374.0,702023000.0,118714000.0,1327928000.0,5300000.0,86411000.0,,8701000.0,28690000.0,7875000.0,170336000.0,222170000.0,116887000.0,14147000.0,253284000.0,10925000.0,,34530500.0,-30418500.0,-2821000.0,13753000.0,79656000.0,61707000.0,304717000.0,,,,343974000.0,,510997000.0,487302000.0,119764000.0,7844000.0,344147000.0,5463000.0,95913000.0,,16257000.0,10022250.0,1.0,2018,2821000.0,30.631336,191025980.0,,,,,0.19073623,1.37383,,
OSIS,Semiconductors & Related Devices,Nasdaq,2018-12-31,18032374.0,681202000.0,111462000.0,1297677000.0,-1500000.0,95967000.0,,25326000.0,-56956000.0,-30558000.0,-70788000.0,226086000.0,98339000.0,-41471000.0,255291000.0,13122500.0,,75163000.0,114300000.0,-92265000.0,-10913000.0,-49407004.0,-21845500.0,305164000.0,,,,315200000.0,,469914000.0,496196000.0,121270000.0,-41903000.0,363254000.0,-1028500.0,-37525504.0,,11881500.0,18217250.0,1.0,2018,92265000.0,1.0401236,211288000.0,,,,,0.19672923,1.4496312,,
OSIS,Semiconductors & Related Devices,Nasdaq,2019-12-31,18267574.0,648289000.0,98207000.0,1301926000.0,-3750000.0,95056000.0,,-7751000.0,19517000.0,-15819000.0,-29383020.0,257385000.0,106344000.0,-29273000.0,263163000.0,1669800.0,,12448000.0,32869000.0,-59485000.0,-2024200.0,-21544400.0,-16220797.0,309429000.0,,,7532000.0,252535000.0,,383936000.0,557716000.0,129588000.0,5965000.0,441270000.0,-3573500.0,-21780192.0,,-235800.0,34679708.0,1.0,2019,59485000.0,1.5979826,264353020.0,,,,,0.20213361,1.6885341,,
OSIS,Semiconductors & Related Devices,Nasdaq,2020-12-31,17933256.0,634424000.0,102856000.0,1300803000.0,200000.0,72575000.0,,-20130000.0,27951500.0,-5940000.0,47232000.0,263071000.0,90029000.0,-14298000.0,,11167833.0,,14660000.0,11102000.0,-19850500.0,3949000.0,18653498.0,14526835.0,318287000.0,,,3207000.0,266190000.0,,333393000.0,587636000.0,127875000.0,-13479500.0,504175000.0,-142500.0,30919498.0,,12266000.0,-18304542.0,0.0,2020,19850500.0,3.6560793,301031000.0,,,,,,1.9029315,,
OSIS,Semiconductors & Related Devices,Nasdaq,2021-09-30,17941392.0,730210000.0,98150000.0,1426894500.0,4400000.0,54663000.0,,850000.0,27764000.0,3474000.0,179927000.0,292004000.0,140544000.0,9697000.0,,22664000.0,,-7205000.0,-7834000.0,-11019000.0,14817000.0,74650000.0,57323000.0,319345000.0,,,4685000.0,320673000.0,,656788000.0,623312000.0,116814000.0,16231000.0,586850000.0,7113000.0,99330000.0,,24680000.0,-27972084.0,0.0,2021,11019000.0,4.960795,73422020.0,,,,,,1.1117896,,
OSIS,Semiconductors & Related Devices,Nasdaq,2021-12-31,17643904.0,769790000.0,97526000.0,1443106000.0,-4350000.0,86332000.0,,-34502000.0,-5521000.0,-8927000.0,-5444330.5,288037000.0,128164000.0,-24665000.0,,1543666.6,,121559000.0,19302000.0,-135620000.0,2017333.4,-5945338.5,-6262336.0,320319000.0,,,4526000.0,334242000.0,,694455000.0,620148000.0,116115000.0,7812000.0,606647000.0,-2854500.0,-7089669.5,,-1144333.4,-7978083.0,0.0,2021,135620000.0,0.6365728,75335040.0,,,,,,1.1084808,,
OSIS,Semiconductors & Related Devices,Nasdaq,2022-03-31,17043852.0,758536000.0,108888000.0,1459091000.0,1175000.0,83279000.0,,-22317000.0,8758500.0,-1855500.0,125927510.0,282872000.0,129812000.0,-2542500.0,,45313500.0,,12288500.0,18455000.0,-29443000.0,11166333.0,47896996.0,36388836.0,336655000.0,,,4658000.0,344643000.0,,645836000.0,618494000.0,112755000.0,55458000.0,637734000.0,3727250.0,66055492.0,,18158500.0,15511167.0,1.0,2022,29443000.0,2.8284822,112699970.0,,,,,,1.1745025,,
OSIS,Semiconductors & Related Devices,Nasdaq,2022-12-31,16819608.0,767435000.0,107146000.0,1466230000.0,-1750000.0,45600000.0,,-362000.0,-17345000.0,-7939000.0,6644992.0,322756000.0,129336000.0,-19536000.0,,-21453000.0,,60277000.0,-6226000.0,-55644000.0,-558333.3,-7111008.0,-6701997.5,339185000.0,,,12214000.0,361376000.0,,538242000.0,647754000.0,107763000.0,-89843000.0,672371000.0,-3208500.0,-16103003.0,,-8992000.0,6705500.0,1.0,2022,55644000.0,0.8194954,229193020.0,,,,,,1.4258178,,
OSIS,Semiconductors & Related Devices,Nasdaq,2023-12-31,17011640.0,1003083000.0,111816000.0,1726477000.0,-1450000.0,127258000.0,,-77546000.0,103194000.0,-7122000.0,9450005.0,370168000.0,163661000.0,-18657000.0,,12978000.0,,114230000.0,18654000.0,-101196000.0,1873333.4,15964997.0,15432336.0,352911000.0,,,7125000.0,445818000.0,,700391000.0,770443000.0,110188000.0,,782508000.0,-3689500.0,30712656.0,36553000.0,14747664.0,-14784625.0,0.0,2023,101196000.0,1.2575399,302692030.0,,,,,,1.4321758,,
OSIS,Semiconductors & Related Devices,Nasdaq,2024-03-31,17048704.0,1119250000.0,110524000.0,1831075000.0,5500000.0,101443000.0,,130447000.0,-1863000.0,4915000.0,269311000.0,503828000.0,172115000.0,10629000.0,,43956000.0,,33670000.0,-3127000.0,-52074000.0,17144000.0,84732000.0,66584000.0,352119000.0,,,7293000.0,442797000.0,,761682000.0,813413000.0,110399000.0,,816551000.0,7069000.0,136094990.0,34043000.0,51362996.0,18644376.0,1.0,2024,52074000.0,1.9480547,357568060.0,,,,,,1.4694453,,
OSIS,Semiconductors & Related Devices,Nasdaq,2024-06-30,17055496.0,1215524000.0,107975000.0,1936007800.0,6900000.0,95353000.0,,174650020.0,-44154000.0,8498000.0,326590000.0,648155000.0,191149000.0,11724000.0,,54660000.0,,33525000.0,-12705000.0,-29043000.0,15859000.0,91498990.0,71745010.0,351480000.0,,,,397939040.0,,814637000.0,863483000.0,113967000.0,-34749000.0,861230000.0,7220000.0,154317000.0,40527500.0,62817996.0,26045624.0,1.0,2024,29043000.0,3.2831664,400886980.0,,,,,,1.492105,,
OSIS,Semiconductors & Related Devices,Nasdaq,2024-09-30,16710749.0,1310003000.0,143609000.0,2113514000.0,4800000.0,85053000.0,,30187000.0,54458000.0,7705000.0,222505010.0,687610000.0,191932000.0,11450000.0,476301000.0,22969000.0,,113759000.0,-87492000.0,-37160000.0,17773000.0,91173990.0,72223000.0,381444000.0,,,,456030000.0,,712536000.0,786495000.0,124613000.0,80443000.0,810553000.0,6422000.0,121501990.0,17936000.0,30328000.0,39619872.0,1.0,2024,37160000.0,2.2888322,597466940.0,,,,,0.22535975,1.8385078,,
PATH,Services-Prepackaged Software,NYSE,2020-01-31,,,,,700000.0,,,52146000.0,,15748000.0,,,,,,-517139000.0,,457765000.0,-39506000.0,-359436000.0,131066000.0,794034000.0,,,,,,,,,-799511000.0,,128843000.0,,137862000.0,276751000.0,-519933000.0,-517283000.0,92494992.0,1.0,2020,359436000.0,,,,,,,,,,
PATH,Services-Prepackaged Software,NYSE,2020-04-30,,,,,600000.0,,,-9769000.0,,460000.0,,,,,,-52178000.0,,79364000.0,-460000.0,-24132000.0,26729000.0,144336000.0,,,,,,,,,-835301060.0,,,,8201000.0,99465000.0,-52840000.0,-44871000.0,131370664.0,1.0,2020,24132000.0,,,,,,,,,,
