modelo,ano_test,auc_pr
Ensemble RF + LightGBM,2016,0.8125773399573362
Ensemble RF + LightGBM,2017,0.8153702831531202
Ensemble RF + LightGBM,2018,0.7913341360330441
Ensemble RF + LightGBM,2019,0.7692289382175683
Ensemble RF + LightGBM,2020,0.8089885255819722
Ensemble RF + LightGBM,2021,0.6243791298445263
Ensemble RF + LightGBM,2022,0.7860797874439167
Ensemble RF + LightGBM,2023,0.8072511391443995
Ensemble RF + LightGBM,2024,0.6542528115408414
