ticker,sector,end,Y,ano_test,prob_breakeven
OOMA,Services-Computer Processing & Data Preparation,2018-07-31,0.0,2018,0.7256547629507348
OOMA,Services-Computer Processing & Data Preparation,2018-10-31,0.0,2018,0.3551184940331831
OPCH,Services-Home Health Care Services,2018-03-31,0.0,2018,0.44085420205546166
OPCH,Services-Home Health Care Services,2018-06-30,1.0,2018,0.5474302769955617
OPK,Pharmaceutical Preparations,2018-03-31,0.0,2018,0.44515447597124236
OPK,Pharmaceutical Preparations,2018-09-30,0.0,2018,0.45665405876520315
OPK,Pharmaceutical Preparations,2018-12-31,0.0,2018,0.44198680644323474
OPRX,"Services-Business Services, NEC",2018-03-31,1.0,2018,0.22171294863348784
OPRX,"Services-Business Services, NEC",2018-06-30,1.0,2018,0.4655059820867487
OPTU,Cable & Other Pay Television Services,2018-06-30,1.0,2018,0.734203511132185
ORGO,Pharmaceutical Preparations,2018-03-31,0.0,2018,0.3059893375663564
ORGO,Pharmaceutical Preparations,2018-06-30,0.0,2018,0.6327199086415617
ORGO,Pharmaceutical Preparations,2018-09-30,0.0,2018,0.34929918135325794
ORGO,Pharmaceutical Preparations,2018-12-31,1.0,2018,0.4095968945461674
ORIC,Pharmaceutical Preparations,2018-12-31,0.0,2018,0.2782545764175828
ORKA,Pharmaceutical Preparations,2018-03-31,0.0,2018,0.039978508153999094
ORKA,Pharmaceutical Preparations,2018-09-30,0.0,2018,0.07078881006186677
ORKA,Pharmaceutical Preparations,2018-12-31,0.0,2018,0.06053063582435571
ORN,Heavy Construction Other Than Bldg Const - Contractors,2018-06-30,0.0,2018,0.7495870367192389
ORN,Heavy Construction Other Than Bldg Const - Contractors,2018-09-30,0.0,2018,0.5796026143719877
OSIS,Semiconductors & Related Devices,2018-09-30,1.0,2018,0.5907381459317615
OSIS,Semiconductors & Related Devices,2018-12-31,1.0,2018,0.8106450175081991
