nombre,retorno_acumulado,retorno_anualizado,volatilidad_anual,sharpe,sortino,max_drawdown
Portafolio (decil superior),0.6527577690271194,0.10304617430160536,0.2361251847715842,0.3347638430778601,0.6353410467888678,-0.2621056831322033
Benchmark (resto del universo),1.4349543747020737,0.18402452071289277,0.3214928355947937,0.49775454689940896,1.0252268960900568,-0.5208552581625981
